Gain DAC	Relative gain
246	1.90585077576288
247	1.90944840274377
248	1.91304846815223
249	1.91665100978104
250	1.92025606542299
251	1.92386367287084
252	1.92747386991738
253	1.93108669435537
254	1.9347021839776
255	1.93832037657684
256	1.94194130994587
257	1.94556502187746
258	1.9491915501644
259	1.95282093259945
260	1.9564532069754
261	1.96008841108502
262	1.96372658272108
263	1.96736775967637
264	1.97101197974365
265	1.97465928071572
266	1.97830970038533
267	1.98196327654527
268	1.98562004698832
269	1.98928004950725
270	1.99294332189483
271	1.99660990194385
272	2.00027982744708
273	2.0039531361973
274	2.00762986598728
275	2.0113100546098
276	2.01499373985764
277	2.01868095952356
278	2.02237175140036
279	2.0260661532808
280	2.02976420295766
281	2.03346593822372
282	2.03717139687175
283	2.04088061669454
284	2.04459363548485
285	2.04831049103547
286	2.05203122113916
287	2.05575586358871
288	2.05948445617689
289	2.06321703669648
290	2.06695364294026
291	2.070694312701
292	2.07443908377147
293	2.07818799394446
294	2.08194108101274
295	2.08569838276909
296	2.08945993700628
297	2.09322578151709
298	2.09699595409429
299	2.10077049253067
300	2.104549434619
301	2.10833281815205
302	2.1121206809226
303	2.11591306072344
304	2.11970999534732
305	2.12351152258704
306	2.12731768023536
307	2.13112850608507
308	2.13494403792894
309	2.13876431355974
310	2.14258937077025
311	2.14641924735326
312	2.15025398110153
313	2.15409360980784
314	2.15793817126497
315	2.16178770326569
316	2.16564224360279
317	2.16950183006903
318	2.1733665004572
319	2.17723629256006
320	2.1811112441704
321	2.184991393081
322	2.18887677708462
323	2.19276743397405
324	2.19666340154206
325	2.20056471758143
326	2.20447141988493
327	2.20838354624534
328	2.21230113445545
329	2.21622422230801
330	2.22015284759582
331	2.22408704811164
332	2.22802686164825
333	2.23197232599843
334	2.23592347895496
335	2.23988035831061
336	2.24384300185816
337	2.24781144739039
338	2.25178573270006
339	2.25576589557996
340	2.25975197382287
341	2.26374400522156
342	2.2677420275688
343	2.27174607865737
344	2.27575619628006
345	2.27977241822963
346	2.28379478229886
347	2.28782332628053
348	2.29185808796742
349	2.29589910515229
350	2.29994641562794
351	2.30400005718712
352	2.30806006762263
353	2.31212648472724
354	2.31619934629371
355	2.32027869011484
356	2.32436455398339
357	2.32845697569215
358	2.33255599303388
359	2.33666164380137
360	2.34077396578739
361	2.34489299678472
362	2.34901877458613
363	2.3531513369844
364	2.35729072177231
365	2.36143696674263
366	2.36559010968814
367	2.36975018840162
368	2.37391724067584
